INVENTORY_ID,REORDER_LEVEL,PRODUCT_ID,QUANTITY_IN_STOCK,WAREHOUSE_ID,RATING,STOCK_LEVEL,SALES_VOLUME,RESTOCK_DATE,WEIGHT,SUPPLIER_ID,DISCOUNTS,STORAGE_CONDITION,SAFETY_STOCK,INVENTORY_STATUS,AVERAGE_MONTHLY_DEMAND,LAST_AUDIT_DATE,LAST_RESTOCK_DATE,NEXT_RESTOCK_DATE
7818,645,prod-00756,3438,9,"2,0488486773266000",3438,2539,2024-05-23,"1,3295264702502700",46,"21,621575758533600",Temperature Controlled,456,in-stock,182,2024-04-10 14:56:40.623 Z,2024-03-15,2024-07-01
7922,631,prod-00756,2215,34,"4,311284209158300",2215,980,2024-12-18,"14,32378126592920",18,"28,447020603000600",Temperature Controlled,184,in-stock,962,2024-04-04 14:56:40.624 Z,2024-06-24,2025-03-10
10115,276,prod-00756,3695,30,"4,776677021466770",3695,6751,2024-08-09,"1,3819757972290100",82,"20,52490712063500",Ambient,202,in-stock,350,2024-03-28 14:56:40.643 Z,2024-04-01,2024-09-23
10442,237,prod-00756,493,47,"1,0109128035691100",493,7227,2024-01-07,"44,05541247987880",73,"12,709928721545000",Ambient,63,in-stock,841,2024-03-12 14:56:40.646 Z,2023-09-04,2024-03-25
10591,430,prod-00756,1769,48,"3,0644133618693000",1769,7239,2024-05-20,"2,3503511486579500",25,"12,823911041429900",Temperature Controlled,404,backordered,34,2024-07-10 14:56:40.648 Z,2024-01-15,2024-06-27
10721,146,prod-00756,3324,28,"1,3099633482637700",3324,4773,2024-06-24,"8,15332610460927",98,"11,739264562215900",Ambient,49,backordered,10,2024-04-21 14:56:40.649 Z,2024-03-03,2024-08-06
11538,725,prod-00756,2837,42,"3,3541539398658100",2837,2609,2024-01-01,"12,244897227098400",5,"29,567329971661300",Temperature Controlled,62,in-stock,89,2024-07-18 14:56:40.655 Z,2023-07-20,2024-02-03
14640,311,prod-00756,3418,50,"3,477662522942900",3418,1593,2024-12-08,"10,31569633136730",21,"5,033639416039240",Temperature Controlled,154,in-stock,627,2024-04-22 14:56:40.673 Z,2024-09-13,2025-01-21
15034,912,prod-00756,4368,8,"3,855523384763900",4368,2791,2024-10-01,"40,07926573019050",3,"13,695219254932800",Frozen,156,backordered,204,2024-05-24 14:56:40.675 Z,2024-06-20,2024-12-25
16384,775,prod-00756,4529,13,"2,251868477803100",4529,6217,2024-04-10,"3,63494032563329",48,"7,124349624090160",Frozen,96,backordered,820,2024-05-06 14:56:40.700 Z,2024-01-26,2024-05-27
16400,666,prod-00756,4572,17,"3,854724721625500",4572,8259,2024-05-03,"18,626428539233100",53,"3,1750453816211600",Temperature Controlled,483,in-stock,975,2024-04-28 14:56:40.700 Z,2023-11-29,2024-07-01
16937,567,prod-00756,3267,41,"3,935526819685970",3267,6676,2024-09-18,"7,243886661309980",68,"23,79623388634100",Ambient,318,in-stock,236,2024-03-01 14:56:40.705 Z,2024-07-29,2024-10-25
18090,799,prod-00756,1827,19,"4,727192664949280",1827,9033,2024-01-16,"7,1863164904866900",68,"28,538750212050400",Ambient,428,in-stock,939,2024-03-20 14:56:40.716 Z,2023-08-14,2024-03-27
25,721,prod-00106,1080,6,"4,11438595109246",1080,8530,2024-01-06,"40,514716749938000",76,"3,724124880390190",Frozen,256,in-stock,112,2024-07-20 14:56:40.567 Z,2023-07-28,2024-02-20
1260,587,prod-00106,584,14,"2,568021881041240",584,6042,2024-12-25,"27,742858835811600",21,"18,22747678890590",Temperature Controlled,347,in-stock,888,2024-04-01 14:56:40.574 Z,2024-09-20,2025-02-27
1326,753,prod-00106,2005,39,"4,6166063168299000",2005,3441,2024-12-27,"21,297593067436500",67,"25,886766910821000",Temperature Controlled,262,backordered,220,2024-04-04 14:56:40.574 Z,2024-07-14,2025-03-08
1377,833,prod-00106,1040,27,"3,866010084970280",1040,1539,2024-05-16,"31,13074726483120",90,"10,028795877960600",Frozen,334,backordered,749,2024-03-07 14:56:40.575 Z,2024-01-23,2024-08-13
1534,492,prod-00106,1801,18,"1,19768428670212",1801,3722,2024-04-29,"30,245281503476300",27,"5,105965301873900",Temperature Controlled,93,in-stock,642,2024-06-26 14:56:40.576 Z,2024-02-26,2024-07-09
1566,274,prod-00106,4896,6,"1,0624919692470200",4896,8701,2024-06-30,"6,801463580838620",32,"4,435654775450290",Frozen,421,in-stock,268,2024-06-04 14:56:40.576 Z,2024-01-27,2024-07-30
2221,819,prod-00106,2070,23,"4,411274327013220",2070,8143,2024-08-17,"38,575907891839600",92,"28,776187906956900",Ambient,302,in-stock,924,2024-08-23 14:56:40.579 Z,2024-02-28,2024-10-14
4821,76,prod-00106,479,26,"4,651672011387660",479,1767,2024-10-12,"7,126362834105330",54,"29,362122983107600",Temperature Controlled,94,backordered,71,2024-08-09 14:56:40.593 Z,2024-05-06,2024-11-15
5132,881,prod-00106,1924,10,"4,684737894447030",1924,1089,2024-10-08,"5,042657398099260",4,"7,1904822405434500",Frozen,472,in-stock,683,2024-06-02 14:56:40.595 Z,2024-06-18,2025-01-05
5377,495,prod-00106,185,39,"4,38197065143628",185,9038,2024-07-01,"34,15049700972320",22,"17,349571787626600",Frozen,447,in-stock,184,2024-03-01 14:56:40.600 Z,2024-03-06,2024-09-06
5828,64,prod-00106,4306,50,"4,65037745579667",4306,6111,2024-09-22,"23,929579660941700",12,"4,062439188198620",Temperature Controlled,59,in-stock,596,2024-03-17 14:56:40.604 Z,2024-05-04,2024-10-25
6632,963,prod-00106,2878,11,"1,6253441399494800",2878,2513,2024-04-17,"29,21160155838740",25,"19,077006190671600",Frozen,198,backordered,940,2024-06-11 14:56:40.612 Z,2024-03-18,2024-05-19
8036,67,prod-00106,2792,40,"2,022077422468010",2792,8087,2024-01-18,"22,932458926631900",42,"10,134071919950100",Ambient,222,backordered,385,2024-04-23 14:56:40.625 Z,2023-10-30,2024-04-05
13971,816,prod-00106,4139,26,"4,452999222639980",4139,6407,2024-04-11,"42,250096836463800",60,"23,896750533950200",Ambient,91,backordered,183,2024-03-20 14:56:40.669 Z,2023-12-11,2024-05-15
16285,814,prod-00106,3352,30,"2,4242859217315200",3352,5120,2024-03-17,"25,046601103722300",77,"4,714929871390110",Ambient,373,in-stock,372,2024-04-25 14:56:40.683 Z,2024-01-02,2024-05-15
18824,363,prod-00106,4507,10,"2,6392625459638500",4507,5706,2024-04-20,"47,9225583682874",64,"5,476291085777070",Ambient,377,backordered,885,2024-04-25 14:56:40.723 Z,2024-01-02,2024-06-14
18841,153,prod-00106,3158,41,"1,6209469442551200",3158,5350,2024-03-22,"24,128861035669200",1,"29,79462703673190",Frozen,107,backordered,430,2024-08-21 14:56:40.723 Z,2023-12-24,2024-05-16
19175,921,prod-00106,2450,10,"1,7649202625501100",2450,8632,2024-09-18,"33,66911162230220",88,"17,8774939870141",Frozen,136,in-stock,96,2024-08-05 14:56:40.726 Z,2024-06-01,2024-11-20
26,279,prod-00484,271,5,"2,6926126963310000",271,1509,2024-02-26,"48,83743093471970",58,"10,54106614388140",Ambient,350,backordered,998,2024-08-08 14:56:40.567 Z,2024-01-05,2024-05-03
2586,404,prod-00484,277,37,"1,5072443226406500",277,2238,2024-10-30,"36,98322204188630",94,"6,120211743332290",Frozen,275,in-stock,499,2024-08-18 14:56:40.581 Z,2024-07-09,2025-01-11
2843,267,prod-00484,3242,31,"4,166228924344420",3242,2402,2024-09-13,"43,94797308808860",89,"26,15118753692770",Ambient,364,in-stock,149,2024-03-26 14:56:40.582 Z,2024-07-30,2024-12-11
3997,351,prod-00484,1364,3,"2,5191058971845600",1364,5961,2024-02-02,"34,456081894403300",49,"25,450883505679600",Frozen,289,in-stock,744,2024-04-20 14:56:40.588 Z,2023-10-21,2024-03-20
4672,932,prod-00484,2732,20,"3,34895788279975",2732,7939,2024-11-10,"23,719508184834800",64,"11,106446709821200",Frozen,430,in-stock,760,2024-04-10 14:56:40.592 Z,2024-05-28,2025-01-05
6079,861,prod-00484,2919,7,"3,9929326439781400",2919,9881,2024-02-17,"26,058808630509200",20,"27,395244431729300",Ambient,290,backordered,491,2024-07-22 14:56:40.607 Z,2024-01-18,2024-04-15
6150,260,prod-00484,3156,13,"1,9584277265756500",3156,1659,2024-11-24,"14,730837901712000",45,"0,6370324717192930",Frozen,193,backordered,638,2024-07-14 14:56:40.607 Z,2024-09-02,2025-01-04
7240,531,prod-00484,4058,25,"3,6465787356898400",4058,506,2024-01-29,"49,47020504448230",41,"15,689183658507500",Frozen,223,in-stock,633,2024-03-17 14:56:40.617 Z,2023-10-25,2024-03-31
7853,59,prod-00484,1102,6,"2,119005427769150",1102,5674,2024-11-11,"11,62246891162820",35,"2,477501213179660",Ambient,298,in-stock,675,2024-03-10 14:56:40.623 Z,2024-05-29,2024-12-22
8372,85,prod-00484,4385,36,"4,681351871430070",4385,1437,2024-08-15,"41,4820985922395",46,"22,25032625728100",Temperature Controlled,111,in-stock,121,2024-07-10 14:56:40.628 Z,2024-02-25,2024-10-17
8461,193,prod-00484,3881,30,"1,5859386640146100",3881,970,2024-06-19,"7,805242773908020",11,"23,35034855721770",Frozen,488,in-stock,987,2024-06-25 14:56:40.628 Z,2024-01-01,2024-08-10
8997,199,prod-00484,4670,5,"4,892805322233800",4670,6758,2024-01-21,"21,598339527091400",24,"6,971743932954620",Ambient,309,in-stock,562,2024-07-18 14:56:40.633 Z,2023-12-19,2024-03-30
11570,815,prod-00484,4088,5,"1,1839218186756800",4088,615,2024-04-04,"18,474046001238600",49,"28,038323748251400",Ambient,449,in-stock,96,2024-04-16 14:56:40.655 Z,2023-12-17,2024-05-11
11826,721,prod-00484,3572,38,"2,9716420349801900",3572,4464,2024-08-07,"6,916775304382290",21,"28,543515011570400",Temperature Controlled,297,backordered,980,2024-08-26 14:56:40.657 Z,2024-06-25,2024-10-02
13146,206,prod-00484,2785,46,"2,3672937525771800",2785,4208,2024-11-25,"5,161784394798410",64,"0,689372486448353",Ambient,55,backordered,468,2024-06-20 14:56:40.665 Z,2024-07-30,2025-01-12
13604,619,prod-00484,1356,39,"1,7005545350414100",1356,1182,2024-05-31,"33,86850611938850",92,"22,66541802211500",Temperature Controlled,239,backordered,947,2024-03-21 14:56:40.667 Z,2024-02-09,2024-08-03
14472,370,prod-00484,2360,17,"4,751197079811880",2360,3294,2024-04-07,"20,72562968527300",36,"22,855983312138000",Ambient,124,in-stock,217,2024-07-20 14:56:40.672 Z,2023-10-27,2024-05-18
16115,686,prod-00484,3927,42,"3,023746730594460",3927,7544,2024-03-09,"33,94715483856360",82,"4,540502831138560",Ambient,445,backordered,767,2024-08-18 14:56:40.682 Z,2023-09-16,2024-05-14
16375,815,prod-00484,1829,27,"1,4434057179290600",1829,4920,2024-01-03,"48,088362857474700",88,"6,447672226600550",Frozen,317,backordered,518,2024-04-10 14:56:40.700 Z,2023-07-22,2024-04-01
16457,800,prod-00484,1221,25,"2,4042494142786500",1221,9830,2024-05-25,"13,103082942612700",94,"18,77358669552930",Temperature Controlled,496,in-stock,303,2024-05-26 14:56:40.700 Z,2024-01-03,2024-07-27
16845,530,prod-00484,2707,47,"3,454592334930950",2707,6518,2024-08-08,"7,103501741770150",91,"25,19386206201860",Temperature Controlled,374,in-stock,202,2024-05-25 14:56:40.704 Z,2024-04-15,2024-10-11
17696,499,prod-00484,4063,42,"3,870618278807010",4063,960,2024-01-13,"49,271084032023600",73,"19,60993565857410",Ambient,373,in-stock,615,2024-08-12 14:56:40.712 Z,2023-07-24,2024-02-28
18538,807,prod-00484,223,29,"3,6218811029107400",223,5965,2024-10-11,"13,551508426242700",83,"28,70680103455620",Temperature Controlled,97,in-stock,456,2024-06-09 14:56:40.720 Z,2024-08-22,2024-12-15
19570,794,prod-00484,621,21,"3,869683887388930",621,2158,2024-09-24,"18,838241046219500",84,"21,717250570824200",Temperature Controlled,388,in-stock,446,2024-07-19 14:56:40.734 Z,2024-06-24,2024-11-19
27,989,prod-00613,873,40,"3,7531737743987200",873,2520,2024-11-23,"49,47755011967010",43,"3,590631801158850",Ambient,327,in-stock,223,2024-06-05 14:56:40.567 Z,2024-06-16,2025-02-02
496,60,prod-00613,3546,26,"4,552678116826810",3546,2787,2024-08-03,"20,884895826185400",37,"3,799029830394430",Ambient,384,in-stock,469,2024-05-29 14:56:40.570 Z,2024-02-16,2024-09-08
2278,292,prod-00613,2507,21,"1,3593158299035900",2507,4929,2024-05-05,"12,403185240563100",33,"6,556549480634270",Ambient,262,backordered,508,2024-05-14 14:56:40.579 Z,2023-11-25,2024-08-01
5135,434,prod-00613,4809,7,"2,4049778084244900",4809,2646,2024-01-20,"13,657782759184600",31,"20,426914317919500",Frozen,458,in-stock,813,2024-05-06 14:56:40.595 Z,2023-08-23,2024-03-16
5406,91,prod-00613,636,7,"4,4566839995962500",636,2206,2024-03-05,"1,8730947632814400",45,"18,54089355058670",Temperature Controlled,368,backordered,871,2024-07-23 14:56:40.601 Z,2023-11-18,2024-05-19
6340,512,prod-00613,3706,35,"4,355493792291630",3706,9205,2024-02-16,"39,22425314021620",67,"24,666628469163300",Ambient,258,in-stock,891,2024-07-17 14:56:40.609 Z,2023-08-30,2024-04-20
7028,610,prod-00613,3044,8,"4,844301864162710",3044,1405,2024-09-04,"1,4505014188337400",37,"15,177504770167000",Ambient,310,in-stock,473,2024-06-25 14:56:40.615 Z,2024-07-17,2024-10-28
7905,932,prod-00613,1794,17,"2,0393191059352600",1794,1973,2024-03-11,"5,369118644458830",95,"29,737254301366400",Temperature Controlled,316,backordered,938,2024-08-24 14:56:40.623 Z,2024-01-23,2024-04-18
8366,514,prod-00613,3120,23,"1,8319668430628000",3120,2114,2024-01-22,"25,160340926457600",20,"4,143925171240770",Temperature Controlled,58,backordered,108,2024-07-17 14:56:40.628 Z,2023-10-02,2024-04-09
8735,150,prod-00613,4028,11,"4,965506464265970",4028,8964,2024-03-30,"9,644366799736370",31,"10,659244241695100",Ambient,115,in-stock,403,2024-03-10 14:56:40.631 Z,2023-11-22,2024-05-25
12052,165,prod-00613,4753,12,"1,1444548138285800",4753,4555,2024-01-27,"43,70415693283110",11,"19,208770594746900",Frozen,405,backordered,41,2024-04-02 14:56:40.658 Z,2023-12-11,2024-02-28
12163,413,prod-00613,4026,6,"4,639441060419950",4026,6584,2024-01-28,"12,158700321321500",36,"10,231033959974800",Frozen,135,in-stock,712,2024-06-17 14:56:40.659 Z,2023-11-10,2024-04-07
13340,677,prod-00613,2551,49,"4,893576770867620",2551,9493,2024-06-13,"7,34430288900909",46,"15,651245074867700",Frozen,246,backordered,385,2024-03-27 14:56:40.666 Z,2024-02-07,2024-08-29
15097,868,prod-00613,1866,42,"4,823953481610840",1866,7109,2024-09-28,"1,561944737100460",47,"8,530849427901960",Ambient,107,in-stock,681,2024-08-09 14:56:40.676 Z,2024-05-16,2024-11-16
15100,78,prod-00613,2070,9,"4,335062012878010",2070,8473,2024-04-28,"15,248245953093000",34,"10,881968081111900",Ambient,96,backordered,781,2024-08-16 14:56:40.676 Z,2024-01-19,2024-06-13
15354,538,prod-00613,2250,9,"4,632731886581970",2250,7330,2024-11-07,"37,34010241951720",2,"3,762437530643240",Temperature Controlled,241,backordered,612,2024-04-05 14:56:40.677 Z,2024-05-23,2024-12-09
16394,869,prod-00613,4893,45,"4,263017328622760",4893,9888,2024-09-16,"19,773484204953900",15,"22,097971743054200",Temperature Controlled,325,in-stock,129,2024-03-27 14:56:40.700 Z,2024-05-04,2024-12-08
19012,379,prod-00613,2261,33,"4,165837943403490",2261,6530,2024-11-21,"6,119695348016190",54,"15,441365359337500",Temperature Controlled,24,in-stock,727,2024-05-22 14:56:40.724 Z,2024-06-19,2025-01-29
28,710,prod-00264,4549,18,"2,2746327015476900",4549,4879,2024-03-30,"0,5460154808210370",91,"22,324105292735800",Temperature Controlled,437,in-stock,982,2024-05-23 14:56:40.567 Z,2024-02-28,2024-05-15
3684,757,prod-00264,3100,46,"3,097885228073950",3100,9549,2024-10-26,"3,846643924429040",69,"16,61386901113420",Frozen,247,in-stock,741,2024-07-29 14:56:40.586 Z,2024-08-25,2025-01-14
4932,468,prod-00264,913,21,"1,0672969371115300",913,3700,2024-03-01,"1,6466940253208600",73,"8,35570764434177",Frozen,403,in-stock,147,2024-08-25 14:56:40.594 Z,2023-09-07,2024-04-18
5903,829,prod-00264,1948,3,"4,141524544554430",1948,1387,2024-12-16,"16,035736195260000",21,"0,14755624362470800",Temperature Controlled,363,in-stock,342,2024-08-03 14:56:40.605 Z,2024-07-20,2025-02-01
7969,806,prod-00264,4058,32,"1,6780780112079800",4058,283,2024-11-25,"46,08924026285860",79,"13,822873847437900",Ambient,256,in-stock,726,2024-04-15 14:56:40.624 Z,2024-07-20,2024-12-31
8980,589,prod-00264,2560,18,"2,863134757610400",2560,6341,2024-07-08,"2,5306146798853100",23,"28,043824907723700",Ambient,379,backordered,882,2024-05-21 14:56:40.633 Z,2024-01-23,2024-08-17
9981,948,prod-00264,2826,47,"1,4536932648672300",2826,1564,2024-01-04,"46,066228644757200",67,"9,582560855320730",Ambient,279,backordered,855,2024-03-20 14:56:40.642 Z,2023-09-14,2024-03-22
10517,299,prod-00264,673,44,"3,5501864349630700",673,9339,2024-01-27,"48,00682296759490",77,"14,415217824505900",Ambient,60,backordered,167,2024-06-22 14:56:40.647 Z,2023-10-04,2024-04-24
10648,487,prod-00264,3573,1,"2,192547638714850",3573,6568,2024-02-09,"33,02634728441240",44,"3,7374156734186200",Temperature Controlled,211,backordered,961,2024-07-19 14:56:40.648 Z,2023-12-01,2024-05-03
11289,794,prod-00264,1014,23,"1,1065212595474200",1014,8467,2024-11-11,"40,210520164146700",53,"2,0649682204185600",Frozen,265,in-stock,500,2024-03-14 14:56:40.653 Z,2024-09-28,2025-01-08
13098,59,prod-00264,2233,24,"4,660813234248210",2233,1772,2024-09-15,"25,914765040436600",75,"4,5501066079421900",Ambient,338,backordered,118,2024-03-03 14:56:40.664 Z,2024-06-06,2024-10-25
16342,786,prod-00264,1798,42,"1,0835522738741200",1798,6400,2024-08-20,"17,111433936192200",55,"11,698330756453500",Ambient,64,in-stock,244,2024-05-03 14:56:40.683 Z,2024-03-17,2024-10-01
18483,939,prod-00264,1721,10,"1,3990995068170200",1721,5381,2024-01-30,"40,48256879684280",51,"2,411620971461240",Ambient,70,in-stock,276,2024-05-24 14:56:40.719 Z,2023-10-19,2024-03-19
18758,617,prod-00264,107,25,"3,5582812411090500",107,7452,2024-12-29,"49,94428732685030",36,"5,251263761011970",Frozen,370,in-stock,710,2024-03-09 14:56:40.722 Z,2024-07-06,2025-02-04
19355,105,prod-00264,4372,34,"2,1332323176126200",4372,4097,2024-07-30,"23,41614963670640",89,"23,39522034028910",Frozen,211,backordered,273,2024-03-12 14:56:40.733 Z,2024-03-18,2024-09-10
19588,243,prod-00264,2780,21,"3,46653417539487",2780,8406,2024-11-03,"15,827403838820100",15,"11,905733742794000",Ambient,190,backordered,545,2024-07-29 14:56:40.734 Z,2024-08-25,2025-01-06
29,985,prod-00259,2312,3,"4,193895636853430",2312,8117,2024-11-19,"42,743086166742500",82,"16,028335968757700",Frozen,443,in-stock,168,2024-07-31 14:56:40.567 Z,2024-06-19,2024-12-19
1224,261,prod-00259,1609,44,"2,9093399740429700",1609,5600,2024-11-06,"15,183820531771300",62,"6,0653922208862800",Frozen,156,in-stock,579,2024-04-03 14:56:40.574 Z,2024-07-02,2025-01-23
1432,191,prod-00259,2391,28,"2,219617064388910",2391,8612,2024-10-03,"25,64606668858900",64,"22,761372264358000",Ambient,381,in-stock,72,2024-06-14 14:56:40.575 Z,2024-07-29,2024-12-30
1907,479,prod-00259,1307,42,"1,188681636629020",1307,2505,2024-04-24,"25,051692101617200",13,"14,160989495638400",Frozen,382,in-stock,579,2024-03-13 14:56:40.577 Z,2024-01-25,2024-07-01
3628,504,prod-00259,3335,1,"2,7512143597498500",3335,352,2024-09-20,"31,83008242994460",79,"19,401929431732600",Temperature Controlled,124,backordered,792,2024-05-15 14:56:40.586 Z,2024-05-31,2024-11-03
4457,494,prod-00259,3400,14,"1,6251606069153800",3400,8686,2024-03-07,"46,74511849212270",56,"8,894303585658730",Frozen,34,backordered,572,2024-08-05 14:56:40.591 Z,2023-12-16,2024-04-25
4479,71,prod-00259,4145,28,"1,316905681216030",4145,5065,2024-02-12,"46,11995552917470",58,"13,456001827540500",Frozen,484,backordered,708,2024-07-29 14:56:40.591 Z,2023-12-12,2024-03-13
5523,769,prod-00259,4597,22,"1,9211085238133700",4597,8141,2024-03-08,"20,53282738835300",24,"1,0839149074045600",Temperature Controlled,438,backordered,183,2024-07-27 14:56:40.602 Z,2023-12-13,2024-04-09
6302,498,prod-00259,1874,48,"2,4927436959795300",1874,3103,2024-11-27,"18,012749216444700",7,"6,981232142128530",Frozen,378,in-stock,402,2024-08-05 14:56:40.609 Z,2024-08-21,2025-01-06
7606,167,prod-00259,3156,44,"4,426906089365630",3156,4391,2024-09-17,"23,932164573590700",99,"19,728932521820500",Temperature Controlled,443,in-stock,529,2024-04-02 14:56:40.621 Z,2024-07-04,2024-11-11
8042,855,prod-00259,4884,24,"4,648903941417980",4884,9236,2024-12-07,"41,55460931379140",47,"4,338678223864190",Ambient,147,backordered,488,2024-03-18 14:56:40.625 Z,2024-10-27,2025-02-12
10026,902,prod-00259,641,41,"4,3183421379780500",641,2301,2024-11-05,"27,308449224425000",78,"14,33472149704080",Ambient,430,backordered,186,2024-02-29 14:56:40.643 Z,2024-08-06,2025-01-17
11373,854,prod-00259,2892,49,"1,1567819931782600",2892,5313,2024-12-07,"26,589943673021400",51,"2,6734556443489900",Frozen,106,in-stock,274,2024-03-07 14:56:40.654 Z,2024-08-13,2025-03-06
11892,525,prod-00259,3775,7,"2,984213850883350",3775,5815,2024-07-17,"43,67973394603480",71,"13,954202210844300",Ambient,367,backordered,887,2024-06-04 14:56:40.657 Z,2024-03-24,2024-08-22
12409,268,prod-00259,1308,7,"1,6588062706287000",1308,3175,2024-01-31,"24,63863872620360",52,"25,161865521779300",Ambient,488,backordered,704,2024-07-07 14:56:40.660 Z,2023-09-27,2024-03-24
13262,187,prod-00259,2645,41,"1,869961761805690",2645,8698,2024-05-21,"42,39882204472910",77,"17,65779350491320",Frozen,188,in-stock,226,2024-08-04 14:56:40.665 Z,2024-03-04,2024-08-13
13453,394,prod-00259,1750,6,"1,9935228952936200",1750,2363,2024-02-02,"12,526283453506500",23,"27,73990222060950",Ambient,98,in-stock,676,2024-05-09 14:56:40.666 Z,2023-08-10,2024-04-15
14446,198,prod-00259,3426,20,"1,6818151103298100",3426,6090,2024-12-01,"38,852652483727800",84,"8,117663997735240",Frozen,273,backordered,846,2024-07-19 14:56:40.672 Z,2024-10-21,2025-01-28
16313,590,prod-00259,3993,35,"3,2222400074322700",3993,2900,2024-07-17,"30,909590544333100",26,"7,511869770192690",Frozen,105,backordered,222,2024-03-06 14:56:40.683 Z,2024-06-13,2024-08-19
16913,490,prod-00259,3445,16,"3,080653409438050",3445,1127,2024-05-11,"48,9302732346088",38,"7,670299062792310",Frozen,69,backordered,906,2024-03-29 14:56:40.705 Z,2024-02-01,2024-06-11
17523,422,prod-00259,3377,19,"4,790842887261780",3377,4177,2024-09-12,"34,24987640617800",85,"21,353194292903800",Frozen,212,backordered,589,2024-08-02 14:56:40.711 Z,2024-08-10,2024-10-23
19512,580,prod-00259,1609,23,"1,020723398740820",1609,2953,2024-07-03,"11,634009185423100",5,"29,31713630240880",Temperature Controlled,451,backordered,615,2024-08-10 14:56:40.734 Z,2024-03-09,2024-08-20
30,71,prod-00690,361,50,"1,0728471973510600",361,4672,2024-10-29,"26,26479025043720",66,"15,615233089238800",Temperature Controlled,468,in-stock,122,2024-07-20 14:56:40.567 Z,2024-06-10,2024-12-30
669,894,prod-00690,1958,43,"2,622835261610340",1958,3860,2024-10-09,"34,45557809630670",33,"8,671869265895490",Frozen,271,backordered,423,2024-06-30 14:56:40.571 Z,2024-08-23,2024-11-11
788,634,prod-00690,2906,5,"1,4599529723602100",2906,2220,2024-08-19,"8,421759600062560",31,"12,647591265880900",Frozen,91,backordered,592,2024-06-29 14:56:40.571 Z,2024-06-07,2024-09-24
834,582,prod-00690,3642,4,"1,8699130033303200",3642,3280,2024-09-11,"22,438843293307400",10,"17,20713701531100",Frozen,96,backordered,828,2024-08-25 14:56:40.572 Z,2024-07-10,2024-11-22
1747,434,prod-00690,564,26,"4,29023979932925",564,9617,2024-11-22,"47,410047163176000",100,"5,5182250753582700",Ambient,396,backordered,652,2024-07-16 14:56:40.577 Z,2024-06-07,2025-02-13
1761,550,prod-00690,3102,33,"4,214514287313440",3102,2697,2024-11-02,"3,4208757978573800",74,"11,966756180783200",Temperature Controlled,489,backordered,97,2024-03-03 14:56:40.577 Z,2024-09-14,2024-12-27
1779,385,prod-00690,1295,31,"2,030117415354280",1295,5437,2024-05-22,"28,93209117435700",20,"23,133024127189300",Ambient,421,backordered,765,2024-05-30 14:56:40.577 Z,2024-03-19,2024-06-25
6481,831,prod-00690,4425,12,"4,021436562371430",4425,3699,2024-07-10,"12,94296522234660",65,"22,85759482753370",Ambient,191,in-stock,217,2024-07-20 14:56:40.610 Z,2024-03-03,2024-09-28
7365,754,prod-00690,3934,3,"2,5218609270963000",3934,4967,2024-02-17,"3,0436042834070600",26,"18,634657819629300",Temperature Controlled,201,backordered,266,2024-04-05 14:56:40.618 Z,2024-01-11,2024-04-18
7734,304,prod-00690,3032,46,"4,185862009548550",3032,8353,2024-04-10,"35,899148148614800",58,"7,982966020945920",Ambient,177,backordered,347,2024-07-01 14:56:40.622 Z,2023-10-31,2024-06-14
11470,58,prod-00690,1847,6,"3,41898922944437",1847,1415,2024-06-25,"47,63190652956820",87,"0,899182426397156",Frozen,430,in-stock,179,2024-07-31 14:56:40.654 Z,2024-01-16,2024-09-20
12447,585,prod-00690,2982,30,"3,8858276888344700",2982,8342,2024-10-19,"40,13878704632970",7,"9,688883332670370",Ambient,208,backordered,894,2024-07-26 14:56:40.661 Z,2024-06-28,2024-12-10
12666,875,prod-00690,3789,49,"1,6136766440824900",3789,3648,2024-09-20,"30,69941022680720",68,"0,7574536866888240",Ambient,495,backordered,525,2024-08-06 14:56:40.662 Z,2024-05-21,2024-10-25
19517,108,prod-00690,684,15,"3,6709166058799600",684,812,2024-03-08,"29,921119486666700",100,"4,340356861700950",Temperature Controlled,35,backordered,911,2024-03-06 14:56:40.734 Z,2024-01-15,2024-04-08
31,846,prod-00067,964,10,"1,6609891453799100",964,224,2024-03-30,"17,29987999066040",96,"10,146332759086400",Frozen,397,in-stock,743,2024-04-11 14:56:40.567 Z,2023-11-13,2024-05-12
447,331,prod-00067,3675,28,"4,606171905314710",3675,3792,2024-09-29,"26,46772984224400",99,"12,09295360528640",Temperature Controlled,370,backordered,798,2024-07-03 14:56:40.569 Z,2024-05-11,2024-11-21
995,155,prod-00067,1390,47,"3,7258118684142100",1390,988,2024-02-08,"45,87728018591830",90,"0,8230368248466110",Temperature Controlled,34,backordered,989,2024-07-23 14:56:40.573 Z,2023-09-20,2024-05-04
3772,321,prod-00067,2829,35,"2,852430892333900",2829,2433,2024-01-09,"10,186683072845600",4,"7,691937340175820",Frozen,183,backordered,782,2024-06-12 14:56:40.587 Z,2023-11-02,2024-02-19
3944,511,prod-00067,709,3,"3,057474293098830",709,2091,2024-11-18,"44,05275093919970",14,"23,196084475672300",Frozen,233,backordered,198,2024-05-07 14:56:40.588 Z,2024-08-09,2025-01-29
4950,713,prod-00067,696,20,"2,094651544091230",696,9992,2024-08-11,"4,657295110052740",47,"8,739233339063330",Ambient,486,in-stock,669,2024-05-16 14:56:40.594 Z,2024-02-24,2024-11-06
